Subdivision,Circle,POLICE STATION,Accident type,Death,Grievous,Minor,Driver,Passenger,Pedestrian,Cyclist,Otherpersons,Motorised,Non Motorised,Longitude,Latitude,Trafic  Violation,AS
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798261,11.23901,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798261,11.23901,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.783179,11.253122,Unknown,1
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.769979,11.255891,No Violation,0.5
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.769979,11.255891,Driving on Wrong Side,0.5
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.80209,11.236909,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Fatal,1,0,0,1,0,1,0,0,1,0,75.782006,11.372751,Over Speeding,2
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.795889,11.324635,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.807536,11.3272174,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.807536,11.3272174,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791255,11.258959,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791255,11.258959,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.80209,11.236909,Over Speeding,1
Kozhikode South,Cheruvannur,Nallalam,Minor Injury,0,0,1,1,1,0,0,0,1,0,75.812711,11.210208,Over Speeding,0.5
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.806532,11.211581,No Violation,0
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.806532,11.211581,Over Speeding,0
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.792018,11.296301,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.792018,11.296301,No Violation,1
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.90327,11.262611,No Violation,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.90327,11.262611,Driving on Wrong Side,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.90327,11.262611,No Violation,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.90327,11.262611,Driving on Wrong Side,1.5
Kozhikode North,Chevayur,Chevayur,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.837178,11.306258,No Violation,1
Kozhikode North,Chevayur,Chevayur,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.837178,11.306258,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Fatal,1,0,0,1,0,1,0,0,1,0,75.782006,11.372751,Over Speeding,2
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.807986,11.211569,No Violation,1.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.807986,11.211569,Driving on Wrong Side,1.5
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.83177,11.229142,No Violation,0
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.83177,11.229142,Unknown,0
Kozhikode North,Chevayur,Chevayur,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8216034,11.2747646,Over Speeding,0.5
Kozhikode North,Chevayur,Chevayur,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8216034,11.2747646,No Violation,0.5
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.814485,11.291668,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.814485,11.291668,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.810799,11.289044,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.810799,11.289044,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.810799,11.289044,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.810799,11.289044,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791255,11.258959,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791255,11.258959,Over Speeding,1
Kozhikode North,Med. College,Mavoor,Non Injury,0,0,0,2,0,0,0,0,2,0,75.933571,11.264482,Driving on Wrong Side,0
Kozhikode North,Med. College,Mavoor,Non Injury,0,0,0,2,0,0,0,0,2,0,75.933571,11.264482,No Violation,0
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831871,11.251342,No Violation,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831871,11.251342,Driving on Wrong Side,1
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.83177,11.229142,No Violation,0
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.83177,11.229142,Unknown,0
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.90327,11.262611,No Violation,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.90327,11.262611,Driving on Wrong Side,1.5
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.791534,11.258824,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.791534,11.258824,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.766597,11.288601,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.766597,11.288601,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.807536,11.3272174,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.807536,11.3272174,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.781519,11.258824,Over Speeding,0.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831871,11.251342,No Violation,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831871,11.251342,Driving on Wrong Side,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.783179,11.253122,Unknown,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.795889,11.324635,Over Speeding,1
Kozhikode South,Cheruvannur,Nallalam,Minor Injury,0,0,1,1,1,0,0,0,1,0,75.812711,11.210208,Over Speeding,0.5
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.806532,11.211581,No Violation,0
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.806532,11.211581,Over Speeding,0
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.76579,11.270429,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.781519,11.258824,Over Speeding,0.5
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798261,11.23901,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798261,11.23901,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.777762,11.258011,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.777762,11.258011,No Violation,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.807986,11.211569,No Violation,1.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.807986,11.211569,Driving on Wrong Side,1.5
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.814485,11.291668,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.814485,11.291668,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,Over Speeding,3
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,No Violation,3
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8016718,11.2825082,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8016718,11.2825082,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,Over Speeding,3
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,No Violation,3
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.780686,11.293852,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,Over Speeding,3
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,No Violation,3
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.76579,11.270429,Over Speeding,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.807986,11.211569,No Violation,1.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.807986,11.211569,Driving on Wrong Side,1.5
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.792018,11.296301,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.792018,11.296301,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.777762,11.258011,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.777762,11.258011,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8016718,11.2825082,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8016718,11.2825082,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,Over Speeding,3
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,3,0,2,3,0,0,0,2,0,75.807375,11.288549,No Violation,3
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,0,0,0,0,2,0,75.831421,11.296166,Over Speeding,2
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,0,0,0,0,2,0,75.831421,11.296166,No Violation,2
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.82272,11.280641,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.82272,11.280641,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.797926,11.309715,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.797926,11.309715,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.775075,11.273017,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.750658,11.320919,No Violation,0.5
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.750658,11.320919,Over Speeding,0.5
Kozhikode North,Chevayur,Kunnamangalam,Fatal,1,1,0,1,2,0,0,0,1,0,75.8958383,11.3072113,Over Speeding,3
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.961975,11.292543,Over Speeding,1
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.961975,11.292543,No Violation,1
Kozhikode South,Town Kozhikode,Chemmangad,Non Injury,0,0,0,2,0,0,0,0,2,0,75.784905,11.242869,Unknown,0
Kozhikode South,Town Kozhikode,Chemmangad,Non Injury,0,0,0,2,0,0,0,0,2,0,75.784905,11.242869,No Violation,0
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.772823,11.24734,No Violation,1
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.772823,11.24734,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783389,11.283588,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783389,11.283588,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.781748,11.287067,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.781748,11.287067,Over Speeding,0
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.837421,11.183067,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.837421,11.183067,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.7946,11.265186,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.843166,11.155057,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.7946,11.265186,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8746322,11.1699108,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8746322,11.1699108,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8746322,11.1699108,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8746322,11.1699108,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.843166,11.155057,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.781748,11.287067,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.781748,11.287067,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.768145,11.290604,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.768145,11.290604,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.764096,11.296007,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.061146,12.465432,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.061146,12.465432,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.778738,11.277454,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.778738,11.277454,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.778738,11.277454,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.778738,11.277454,Over Speeding,1.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.823578,11.194497,No Violation,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.823578,11.194497,No Violation,1
Kozhikode South,Cheruvannur,Nallalam,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.816743,11.218435,Over Speeding,0.5
Kozhikode South,Cheruvannur,Nallalam,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.816743,11.218435,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.778738,11.277454,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.778738,11.277454,Over Speeding,1.5
Kozhikode South,Cheruvannur,Nallalam,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.816743,11.218435,Over Speeding,0.5
Kozhikode South,Cheruvannur,Nallalam,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.816743,11.218435,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.061146,12.465432,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.061146,12.465432,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.765689,11.293871,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.765689,11.293871,No Violation,2
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.81754,11.19878,Over Speeding,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.823578,11.194497,No Violation,1
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.823578,11.194497,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.764096,11.296007,Over Speeding,0.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.837143,11.21055,Over Speeding,1
Kozhikode North,Nadakkave,Vellayil,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.766595,11.275599,No Violation,0.5
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.81754,11.19878,Over Speeding,1
Kozhikode North,Nadakkave,Vellayil,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.766595,11.275599,No Violation,0.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.814241,11.263766,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.814241,11.263766,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.765689,11.293871,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.765689,11.293871,No Violation,2
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.821554,11.2678302,No Violation,0
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.821554,11.2678302,Over Speeding,0
Kozhikode South,Cheruvannur,Nallalam,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.837143,11.21055,Over Speeding,1
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.821554,11.2678302,No Violation,0
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.821554,11.2678302,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.77779,11.272963,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.77779,11.272963,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.77779,11.272963,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.77779,11.272963,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.781066,11.258903,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.781066,11.258903,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.781066,11.258903,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,2,0,0,0,0,2,0,75.781066,11.258903,No Violation,2
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Non Injury,0,0,0,2,0,0,0,0,2,0,75.79114,11.259046,Unknown,0
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Non Injury,0,0,0,2,0,0,0,0,2,0,75.79114,11.259046,Unknown,0
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,1,0,3,0,0,1,0,75.80024,11.214166,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,1,0,3,0,0,1,0,75.80024,11.214166,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,1,0,3,0,0,1,0,75.80024,11.214166,Over Speeding,2
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,2,0,0,0,0,2,0,76.26566,11.264061,Driving on Wrong Side,1
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,2,0,0,0,0,2,0,76.26566,11.264061,No Violation,1
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,2,0,0,0,0,2,0,76.26566,11.264061,Driving on Wrong Side,1
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,2,0,0,0,0,2,0,76.26566,11.264061,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.843646,11.183841,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.843646,11.183841,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.843646,11.183841,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.843646,11.183841,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,1,0,3,0,0,1,0,75.80024,11.214166,Over Speeding,2
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.879726,11.178251,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.879726,11.178251,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8499457,11.1814872,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8499457,11.1814872,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8499457,11.1814872,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8499457,11.1814872,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.87169,11.26721,Over Speeding,1
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.751305,11.310112,Over Speeding,1
Kozhikode North,Nadakkave,Vellayil,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.751305,11.310112,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.848547,11.270671,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.848547,11.270671,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.123,8.123,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.123,8.123,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.794333,11.218863,Over Speeding,0.5
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.794333,11.218863,Over Speeding,0.5
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.790549,11.22973,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.790549,11.22973,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.801508,11.221241,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.750658,11.320919,No Violation,0.5
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.750658,11.320919,Over Speeding,0.5
